Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,taux_absence,heures_moy_par_jour,total_heures_travaillees
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,831,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,2.0,3.0,8.05,6.6,1582.98
37,No,Travel_Rarely,Research & Development,2,2,Medical,832,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,1.0,4.0,3.0,11.49,8.01,1849.5
29,No,Travel_Rarely,Research & Development,1,3,Medical,833,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.0,1.0,3.0,8.81,6.2,1476.13
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,834,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,4.0,2.0,3.0,10.73,7.21,1679.59
45,No,Travel_Rarely,Sales,3,3,Life Sciences,835,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,4.0,4.0,3.0,8.43,6.04,1444.7
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,836,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,4.0,4.0,1.0,6.51,8.07,1968.57
40,No,Travel_Rarely,Sales,10,1,Life Sciences,837,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,1.0,1.0,4.0,6.9,6.32,1536.52
33,No,Travel_Rarely,Research & Development,9,3,Medical,838,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.0,3.0,3.0,7.28,10.62,2569.38
40,No,Travel_Rarely,Sales,5,5,Life Sciences,839,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,4.0,3.0,6.51,8.43,2057.45
24,No,Travel_Rarely,Sales,10,2,Marketing,840,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,1.0,3.0,7.28,6.1,1475.28
40,No,Non-Travel,Research & Development,7,3,Medical,841,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,4.0,4.0,3.0,7.28,8.38,2028.64
45,No,Travel_Rarely,Research & Development,4,3,Medical,842,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,1.0,2.0,3.0,9.2,6.59,1562.93
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,843,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,2.0,3.0,3.0,11.11,7.77,1803.18
32,No,Travel_Rarely,Research & Development,22,4,Medical,844,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,2.0,3.0,7.66,7.27,1753.1
36,No,Travel_Rarely,Sales,9,3,Marketing,845,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,3.0,4.0,2.0,6.51,9.09,2217.85
48,No,Travel_Rarely,Research & Development,12,4,Medical,846,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,9.2,7.86,1862.74
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,847,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,7.66,7.76,1869.94
33,No,Travel_Rarely,Research & Development,9,1,Medical,848,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,10.34,7.11,1663.45
30,Yes,Travel_Rarely,Research & Development,1,3,Other,849,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,12.26,7.38,1689.18
38,No,Travel_Frequently,Sales,9,3,Marketing,850,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,8.43,6.93,1655.99
35,No,Travel_Rarely,Sales,7,2,Life Sciences,851,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,6.51,6.81,1661.19
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,852,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,10.73,6.5,1514.71
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,853,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,11.11,9.68,2246.89
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,854,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,6.51,6.51,1587.97
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,855,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,6.9,7.6,1846.84
32,No,Non-Travel,Research & Development,10,4,Life Sciences,856,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,10.34,7.38,1727.22
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,857,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,11.11,7.11,1649.99
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,858,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,8.43,7.42,1773.9
55,No,Travel_Rarely,Research & Development,11,1,Medical,859,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,10.34,6.37,1491.1
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,860,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,2.0,3.0,2.0,12.64,6.13,1398.55
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,861,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,8.43,7.3,1745.08
38,No,Travel_Rarely,Sales,14,2,Marketing,862,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,9.58,7.01,1653.44
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,863,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,11.11,7.25,1680.84
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,864,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,11.49,7.43,1715.76
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,865,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,9.2,8.11,1921.8
35,No,Travel_Rarely,Sales,12,2,Life Sciences,866,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,12.64,9.3,2120.27
39,No,Travel_Rarely,Sales,2,2,Medical,867,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,6.13,7.77,1903.37
29,No,Travel_Frequently,Research & Development,5,1,Medical,868,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,9.2,6.83,1619.39
50,No,Travel_Rarely,Research & Development,4,2,Medical,869,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,8.05,9.39,2252.96
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,870,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,8.05,6.66,1599.37
36,No,Travel_Frequently,Sales,21,3,Life Sciences,871,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,9.96,9.22,2165.92
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,872,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,6.9,6.0,1457.25
35,No,Travel_Rarely,Sales,4,3,Medical,873,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,6.51,6.39,1559.59
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,874,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,11.11,6.0,1390.94
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,875,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,9.96,6.49,1525.53
43,No,Travel_Rarely,Research & Development,1,1,Other,876,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,12.64,7.03,1602.97
35,No,Travel_Rarely,Sales,6,3,Marketing,877,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,10.73,7.32,1705.69
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,878,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,7.66,6.6,1590.39
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,879,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,9.2,8.42,1994.91
22,No,Non-Travel,Sales,17,2,Marketing,880,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0,9.2,8.88,2105.09
50,No,Travel_Frequently,Research & Development,3,3,Other,881,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0,6.9,9.43,2290.33
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,882,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0,11.11,6.34,1471.95
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,883,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,2.0,4.0,2.0,6.9,8.78,2133.63
30,No,Travel_Rarely,Research & Development,4,3,Medical,884,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0,10.73,6.56,1529.0
45,No,Travel_Rarely,Sales,29,2,Technical Degree,885,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0,5.75,8.88,2183.25
45,No,Non-Travel,Sales,2,4,Life Sciences,886,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0,10.73,7.91,1842.77
31,No,Travel_Frequently,Research & Development,7,3,Medical,887,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0,10.73,7.14,1664.71
36,No,Travel_Rarely,Research & Development,18,1,Medical,888,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,6.13,10.92,2674.64
34,No,Travel_Frequently,Sales,28,4,Marketing,889,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0,8.43,6.1,1458.42
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,890,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0,8.43,7.3,1743.67
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,891,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0,11.88,6.57,1510.49
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,892,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0,6.9,6.09,1479.98
35,No,Travel_Rarely,Research & Development,2,3,Medical,893,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0,9.96,7.6,1786.73
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,894,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,2.0,1.0,2.0,8.05,7.38,1772.23
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,895,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0,9.96,7.88,1851.99
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,896,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0,6.9,8.4,2040.63
47,No,Travel_Rarely,Research & Development,25,4,Medical,897,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0,7.28,6.04,1461.62
39,No,Travel_Rarely,Sales,2,4,Life Sciences,898,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7,3,3,3.0,3.0,3.0,13.41,6.87,1552.62
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,899,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0,11.88,7.59,1745.0
35,No,Non-Travel,Research & Development,29,3,Medical,900,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,11.88,6.19,1424.12
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,901,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0,8.43,7.99,1910.57
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,902,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,1.0,3.0,1.0,11.11,6.66,1545.22
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,903,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0,7.28,7.32,1770.75
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,904,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0,10.73,9.59,2234.12
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,905,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0,8.05,5.97,1431.99
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,906,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0,11.49,7.94,1834.62
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,907,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0,8.05,9.18,2203.05
44,No,Travel_Frequently,Sales,2,2,Marketing,908,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0,11.11,8.59,1993.69
48,No,Travel_Frequently,Sales,10,4,Marketing,909,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0,12.64,7.11,1621.47
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,910,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,3.0,4.0,2.0,9.58,10.7,2524.9
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,911,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0,8.43,8.69,2076.37
27,No,Travel_Rarely,Sales,10,4,Life Sciences,912,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0,11.88,7.17,1649.19
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,913,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0,6.9,6.41,1557.66
40,Yes,Travel_Rarely,Sales,16,4,Marketing,914,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,3,3,1.0,1.0,1.0,6.51,10.49,2558.77
29,No,Travel_Rarely,Research & Development,20,1,Medical,915,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,2,3,3.0,3.0,3.0,9.96,7.29,1714.27
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,916,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2,4,2.0,1.0,3.0,10.73,7.88,1836.44
25,No,Travel_Frequently,Sales,5,1,Marketing,917,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,2,3,4.0,3.0,3.0,10.73,6.1,1420.84
39,No,Travel_Rarely,Sales,10,3,Marketing,918,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,3,3,4.0,2.0,3.0,10.73,6.77,1578.28
49,No,Travel_Rarely,Sales,4,2,Life Sciences,919,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,2,4,1.0,2.0,3.0,8.43,7.8,1864.43
50,No,Travel_Rarely,Research & Development,2,2,Medical,920,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,2,3,4.0,1.0,3.0,8.05,7.79,1869.25
20,No,Travel_Rarely,Research & Development,18,4,Medical,921,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,10.73,6.63,1543.79
34,No,Travel_Rarely,Research & Development,10,3,Medical,922,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0,10.73,7.71,1795.7
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,923,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0,12.64,5.99,1364.92
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,924,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,7.28,8.5,2056.81
36,No,Non-Travel,Research & Development,8,4,Life Sciences,925,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,4.0,3.0,3.0,7.66,7.95,1916.93
36,No,Travel_Rarely,Research & Development,2,2,Medical,926,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0,8.81,6.31,1501.8
54,No,Travel_Rarely,Sales,24,3,Marketing,927,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0,11.88,7.58,1744.36
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,928,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,7.28,7.63,1847.04
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,929,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0,11.88,8.42,1935.77
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,930,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0,7.28,7.2,1741.94
29,No,Travel_Rarely,Research & Development,1,2,Medical,931,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0,6.9,10.7,2601.25
33,No,Travel_Rarely,Research & Development,7,3,Medical,932,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0,13.03,6.41,1455.55
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,933,Male,5,Research Scientist,Divorced,50030,2.0,13,0,10.0,5,9,1,6,3,3,4.0,2.0,2.0,12.64,6.6,1504.59
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,934,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0,7.28,7.39,1788.53
49,No,Travel_Rarely,Research & Development,2,4,Medical,935,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0,9.96,9.7,2278.38
38,No,Travel_Frequently,Sales,29,2,Medical,936,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0,7.66,7.81,1881.42
47,No,Travel_Rarely,Research & Development,1,4,Medical,937,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0,10.34,6.71,1570.39
49,No,Travel_Rarely,Research & Development,21,3,Medical,938,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0,8.81,6.39,1520.12
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,939,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0,7.66,10.96,2641.15
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,940,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0,7.66,7.7,1856.56
33,No,Non-Travel,Research & Development,18,2,Medical,941,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0,9.2,9.49,2248.61
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,942,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0,12.64,5.96,1358.59
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,943,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0,10.73,8.53,1986.66
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,944,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0,8.05,8.09,1942.53
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,945,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0,8.43,7.39,1765.81
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,946,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0,10.34,8.02,1877.62
48,Yes,Travel_Frequently,Sales,10,2,Marketing,947,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0,9.2,9.88,2342.19
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,948,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0,7.66,7.53,1814.12
26,No,Non-Travel,Research & Development,18,2,Medical,949,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0,6.13,7.19,1761.61
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,950,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0,5.75,7.7,1894.29
34,No,Travel_Rarely,Sales,28,3,Life Sciences,951,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13,1,3,2.0,4.0,4.0,11.11,7.97,1848.78
60,No,Travel_Rarely,Sales,17,4,Medical,952,Male,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2,3,3.0,4.0,4.0,10.73,6.24,1452.91
33,No,Travel_Rarely,Sales,3,3,Life Sciences,953,Male,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,13,3,3,2.0,2.0,3.0,11.49,7.79,1798.81
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,954,Male,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3,3,3,3.0,4.0,2.0,6.9,6.51,1582.82
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,955,Male,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,7,3,3,2.0,4.0,3.0,11.11,7.06,1637.23
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,956,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,2,3,3,3.0,4.0,3.0,6.13,9.22,2259.03
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,957,Male,1,Research Scientist,Married,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.0,4.0,3.0,8.43,8.51,2032.8
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,958,Male,3,Sales Executive,Single,20420,0.0,16,0,6.0,2,5,1,4,3,3,1.0,4.0,4.0,10.73,8.16,1901.52
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,959,Male,2,Sales Executive,Married,22200,1.0,11,0,10.0,2,10,8,8,1,3,4.0,4.0,3.0,8.05,8.09,1942.44
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,960,Male,3,Sales Executive,Married,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,8.43,6.71,1603.98
41,No,Travel_Rarely,Sales,6,4,Marketing,961,Male,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7,3,3,4.0,3.0,3.0,11.49,7.03,1624.99
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,962,Male,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2,3,3,4.0,3.0,3.0,11.49,7.93,1830.82
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,963,Female,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7,1,3,3.0,4.0,2.0,11.49,6.29,1452.14
45,No,Non-Travel,Sales,2,3,Life Sciences,964,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,2,3,3.0,3.0,2.0,9.2,6.3,1492.43
24,Yes,Travel_Rarely,Sales,6,2,Medical,965,Female,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,2,3,4.0,3.0,3.0,9.2,6.38,1512.66
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,966,Female,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3,3,3.0,3.0,1.0,9.2,6.79,1608.38
26,No,Travel_Rarely,Research & Development,9,1,Medical,967,Male,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,3,3,4.0,3.0,4.0,6.13,7.72,1891.35
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,968,Male,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,3,4,4.0,2.0,3.0,13.03,6.58,1493.31
32,No,Travel_Frequently,Sales,1,1,Marketing,969,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,3,3,1.0,3.0,2.0,13.41,6.91,1561.22
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,970,Male,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,3,3,2.0,3.0,4.0,12.64,7.19,1639.41
